date,ASX Small Ords Accum (Ex 100),S&P/ASX 200  Energy   ( TR)m,S&P/ASX 200 - Materials   ( TR)m,S&P/ASX 200 - Telecommunication Services   ( TR)m,S&P/ASX 200(TR)m,S&P/ASX 200 - Property Trusts   ( TR)m,ASX Small Ords Accum (Ex 100),AU NAB Business Confidence,AU NAB Business Conditions,AU NAB Trading Conditions,AU NAB Profitability,Aus NAB Employment,AU NAB Forward Orders,AU NAB Stocks,AU NAB Labour Costs,AU NAB Price of Final Products,Aus Employed - Unemployment Rate,AU NAB Capacity Utilisation,Aus AW Hours,Aus Real GDP mom%,Aus Nominal GDP mom%,Aus Gross Operating Surplus-Private Non financial mom%,Aus Non farm unit labour costs,Aus Wages share % GDP,Aus Rates of Pay Private Sector mom%,Aus Westpac-MI Consumer Sentiment Index,Aus Change in inventories Private real % GDP, Aus non Farm GDP real mom% ,Aust Real Retail Turnover - Total mom%,Aus CPI All Groups,Aus CPI All Groups ex volatile items,Aus CPI Weighted Median,Aus CPI Trimmed Mean,Aus Private Dwelling Investment mom%,Aus Private Capex Equip Investment ex transfers mom%,Aus GDP - Household Consumption mom%,Aus GDP - Private Investment mom%,Aus Terms of Trade,Aus Net External Debt mom%,NAB Business Conditions Deviation from Avge,NAB- NAPMNO Deviation from Avge,Aus Non-Residential Construction Investment mom%,Aus Average Hours(Market sector),Aus GDP per Hour Worked,Aus GDP per Hour Worked(Mkt sector),Aus NAB Business Confidence (SA),Aus NAB Business Conditions(SA),AU NAB Trading Conditions(SA),AU NAB Profitability(SA),Aus NAB Employment(SA),Aus NAB Forward Orders(SA),AU NAB Stocks(SA),AU NAB Labour Costs(SA),AU NAB Purchase Costs(SA),AU NAB Prices(SA),AU NAB Capacity Utilisation(SA),Aus Interest on Dwellings mom%,Aus Consumer Debt Interest mom%,Aus Current Account Deficit % GDP,Aus Household Interest Payments to Disposabl Income,Aus Household Housing Interest Payments to Disp Inc,Aus Household Debt to Assets,Aus Housing Debt to Housing Assets,Aus Total Assets to Disposable Income,Aus Financial  Assets to Disposable Income,Aus Househld Assets- Dwellings,Aus Househld Assets- Consumer Durables,Aus Household Assets- Deposits,"Aus Household Assets- Reserves Life, Pension funds",Aus Household Assets- Equity,Aus Household Assets- other Financial,Aus Household Assets -Total Financial,Aus Household Debt to Disposable Income,Aus Housing Debt to Disposable Income,Aus Housing Debt(est) % of annual Aust GDP,NAB Business Conditions SD from MAV(12),AUS Current Account % of AUS GDP,Aus Aggregate Monthly Hours Worked mom%,Aus Employed - Labour Force mom%,"NAB fwd Orders detrended, normalised",NAB Retail - BusConditions v Total Business Con(2),NAB FBP - BusinessConditions rel overall Condit(2),Australia General government net debtPercent of GDP,AU Westpac-MI Consumer Sentiment Index - Buy major HH item,AU Westpac-MI Consumer Sentiment Index - Family Finances now,AU Westpac-MI Consumer Sentiment Index - Family Finances 1yr,AU Westpac-MI Consumer Sentiment Index - Economic Conditions 1yr,AU Westpac-MI Consumer Sentiment Index - Economic Conditions 5yr,Aus Employment to Population Ratio,Aus Employed  (Part time),WBC Consumer Economic Conditions 5yr - 1yr,WBC WBC Consumer Sentiment Time to buy a House,Aust Underemployment rate
30/11/2016,6254.01,66963.52,71725.16,24257.49,51783.78,41791.26,6254.01,5.3,9.1,15,9.7,2.5,2.3,7.4,0.7,0.3,5.77,81.9,95.97,0.34,1.06,5.08,95.2,52.91,0.13,101.3,-0.13,0.31, -   ,1.4,1.43,1.17,1.53,1,-0.12, -   ,0.3,82.1,-0.65,0.33,0.1,-0.52,97.93,96.7,96.3,6.4,7.2,12.8,7.5,1.7,-0.1,2.3,0.7,0.5,0.3,81.4,0.16,-1.31,-27.11,8.7,6.67,19.53,26.87,917.88,387.45,6062.75,371.33,987.91,2165.48,888.25,658.67,4700.32,179.63,134.2,87.9,-0.7,-2.35,0.13,0.39,-0.38,-15.74,9.24,23.26,123.4,88,104.3,96.6,94,61,3813.33,-2.6,100.3,8.5
31/12/2016,6479.99,71039.84,74545.73,24360.69,54049.93,44638.5,6479.99,5.3,17.1,27.9,22.1,1.3,5.3,2.5,0.6,0.1,5.83,81.5,96.1,0.35,1.08,4.99,94.8,52.2,0.14,97.3,-0.13,0.31,1.08,1.4,1.3,1.2,1.5,1.02,-0.12,0.69,0.31,84.9,-0.68,0.76,0.39,-0.54,98.1,96.9,96.5,5.8,12.9,20.2,15.2,3.2,4.7,0.2,0.7,0.6,0.3,80.8,0.17,-1.37,-38.43,8.7,6.7,19.4,26.6,925.5,389.2,6148,372,996,2183,896,658,4733,179.9,134.5,87.32,1.26,-1.43,0.41,0.24,0.23,-20.03,8.01,23.36,114.76,86.24,102.42,91.58,91.65,61.02,3819.41,0.07,102.91,8.6
31/01/2017,6321.66,71423.85,78079.92,23931.57,53623.43,42476.1,6321.66,11.5,6.5,12,3.9,3.4,0.5,-0.2,0.7,0.9,5.69,79.7,96.38,0.11,0.63,1.9,94.87,52.03,0.17,97.4,0.12,0.07, -   ,1.64,1.37,1.34,1.57,-1.53,-0.16, -   ,0.28,86.11,-0.62,0.75,0.28,2.27,98.44,96.69,96.43,7.5,12.7,18.8,11.8,7.6,2.9,3.9,1.1,0.7,0.6,81.3,0.32,-1.9,-1.41,8.73,6.73,19.37,26.5,930.18,390.89,6201.04,372.69,999.44,2204.01,903.23,659.03,4765.72,180.28,134.81,87.26,0.83,-1.4,1.26,0,-0.02,-13.89,5,23.36,120.38,79.69,102.8,93.87,90.3,61,3892.83,-3.57,100.85,8.79
28/02/2017,6404.29,69949.7,75598.05,23181.85,54830.25,44237.2,6404.29,5.5,7.4,8.8,9.4,4.1,1.3,1.7,0.5,0.4,5.85,81.5,96.62,0.1,0.56,1.68,94.93,51.87,0.14,99.6,0.1,0.06, -   ,1.86,1.43,1.46,1.63,-1.4,-0.14, -   ,0.25,87.19,-0.56,0.63,-0.11,2,98.76,96.51,96.37,8.1,11.1,15.4,12.9,4.9,1.8,1.8,0.8,0.5,0.4,81.4,0.29,-1.75,-1.29,8.77,6.77,19.33,26.4,934.42,392.41,6248.96,373.31,1002.56,2222.99,909.77,659.97,4795.28,180.62,135.09,87.22,0.33,-1.37,-1.9,0.18,-0.16,-12.21,5.37,23.35,123.1,82.9,103.9,96.6,91.8,60.89,3850.04,-4.8,93,9.01
31/03/2017,6574.7,73312.14,75868.88,23232.56,56652.87,44513.62,6574.7,7.6,16.5,23,18.7,7.7,5.3,1.4,0.6,0.3,5.85,82.7,96.9,0.11,0.62,1.83,95,51.7,0.17,99.7,0.12,0.07,0.18,2.1,1.5,1.6,1.7,-1.57,-0.16,0.38,0.28,88.4,-0.63,0.91,0.54,2.17,99.1,96.3,96.3,9.1,14.8,21.8,15.9,6.2,4.3,2.3,1,0.5,0.4,81.9,0.32,-1.97,-1.45,8.8,6.8,19.3,26.3,939.1,394.1,6302,374,1006,2244,917,661,4828,181,135.4,87.17,1.85,-1.35,1,0.54,0.11,-19.94,6.77,23.35,122.9,78.5,103.7,98.1,95.3,61.11,3837.96,-2.8,99.6,8.61
30/04/2017,6558.53,72850.37,75752.48,20934.32,57238.59,45675.45,6558.53,13.6,12.8,16.4,13,9,1,5.9,0.9,0.4,5.61,80.8,97.13,0.2,-0.03,-1,95.36,51.96,0.16,99,-0.21,0.27, -   ,2.03,1.5,1.7,1.7,0.19,0.38, -   ,-0.58,87.08,-0.04,0.88,0.33,-2.36,99.5,96.27,96.14,12.9,14.5,18.7,15.7,9.2,4,7.7,1.2,0.7,0.5,81.4,0.39,-0.7,21.37,8.83,6.83,19.3,26.23,942.23,393.9,6356.07,374.66,1006.33,2260.48,918.32,650.12,4835.25,181.76,135.99,87.69,1.38,-1.63,-0.75,0.18,0.06,-10.99,5.07,23.34,119.3,85.2,106.2,91.7,92.7,61.3,3892.11,1,96.3,8.75
31/05/2017,6423.86,74319.28,75618.47,21639.72,55661.89,45174.53,6423.86,6.3,10.5,14.5,9.2,7.8,2.9,2.5,0.6,0.3,5.54,82.5,97.37,0.2,-0.04,-1.04,95.74,52.24,0.16,98,-0.22,0.28, -   ,1.97,1.5,1.8,1.7,0.2,0.39, -   ,-0.61,85.72,-0.04,0.92,0.39,-2.49,99.9,96.23,95.96,9.8,15,20.4,16.1,9.1,4.8,2.5,1.1,0.5,0.4,82.9,0.4,-0.73,18.19,8.87,6.87,19.3,26.17,945.47,393.7,6411.93,375.34,1006.67,2277.52,919.68,638.88,4842.75,182.54,136.61,88.22,1.37,-1.93,2.78,0.12,0.13,-9.95,2.39,23.34,115.2,82.6,99.7,95.9,96.6,61.35,3856.32,0.7,90,8.68
30/06/2017,6551.92,69166.94,76105.18,21314.24,55758.56,42998.56,6551.92,8.7,18,26,19.9,8.1,7.1,2,0.7,0.2,5.6,81.8,97.6,0.2,-0.03,-1.02,96.1,52.5,0.16,96.2,-0.21,0.27,1.16,1.9,1.5,1.9,1.7,0.19,0.38,0.65,-0.59,84.4,-0.04,0.96,0.32,-2.48,100.3,96.2,95.8,11,15.5,21.3,16.2,8.2,5.7,4.8,1.1,0.7,0.5,81.7,0.38,-0.71,14.9,8.9,6.9,19.3,26.1,948.6,393.5,6466,376,1007,2294,921,628,4850,183.3,137.2,88.74,1.33,-2.22,-0.25,0.36,0.23,-10.09,-2.44,23.33,117.1,81.4,102.8,91.3,88.6,61.46,3827.01,-2.7,90.9,8.43
31/07/2017,6574.23,69418.5,78822.23,20400.31,55753.35,42969.39,6574.23,12.6,15.8,21.5,17.8,8.2,3.5,-1.7,2.5,0.7,5.6,81.6,97.77,0.32,0.43,0.62,96.27,52.57,0.16,96.6,0.12,0.3, -   ,1.87,1.63,1.93,1.7,-0.36,0.83, -   ,2.08,84.4,0.8,1.03,0.89,7.92,100.4,96.37,96,11,16.4,21.8,18.7,8.5,4.8,1.5,0.8,0.5,0.2,82,0.08,-0.62,17.32,8.93,6.93,19.37,26.2,947.93,393.7,6468.7,376.67,1014.08,2299.39,925.04,623.62,4862.47,183.64,137.47,88.69,1.36,-2.59,-0.54,0.24,0.1,-17.69,4.48,23.33,122,82.3,98.4,92.9,87.3,61.52,3865.99,-5.6,93.7,8.55
31/08/2017,6752.48,73402.23,82325.79,18895.89,56146.82,43517.49,6752.48,6.6,15.7,20,16.1,11.1,4.8,-0.2,1.8,0.5,5.52,81.5,97.94,0.32,0.43,0.62,96.44,52.63,0.16,95.5,0.12,0.3, -   ,1.83,1.77,1.97,1.7,-0.36,0.82, -   ,2.04,84.4,0.8,1.01,0.52,7.33,100.5,96.54,96.2,7.5,16.2,21.2,17.1,10.3,4.3,-0.6,1.1,0.6,0.4,81.6,0.08,-0.62,14.76,8.97,6.97,19.43,26.3,947.25,393.9,6471.39,377.35,1021.15,2304.78,929.09,619.24,4874.93,183.97,137.74,88.64,1.01,-2.96,0.3,0.37,0.01,-20.45,-0.15,23.32,116.1,78.1,100.4,93.3,89.3,61.71,3876.27,-4,94.5,8.61
30/09/2017,6840.61,74246.75,81050.14,18035.74,56137.99,43737.86,6840.61,11.7,17.6,22.5,21,9.3,7.3,6.3,0.9,0.5,5.45,82.4,98.1,0.31,0.42,0.6,96.6,52.7,0.16,97.9,0.12,0.29,0.39,1.8,1.9,2,1.7,-0.35,0.79,0.67,1.94,84.4,0.76,0.9,-0.36,6.61,100.6,96.7,96.4,8.2,14.7,20.8,17.2,6.4,4.2,4.4,1.1,0.5,0.5,81.9,0.08,-0.6,12.45,9,7,19.5,26.4,946.6,394.1,6474,378,1028,2310,933,615,4887,184.3,138,88.59,0.46,-3.32,0.45,0.22,0.04,-19.68,6.52,23.32,118.5,82.9,98.3,95.8,93.9,61.8,3905.6,-1.9,95.2,8.54
31/10/2017,7252.5,79071.77,84661.34,18463.4,58391.81,44720.91,7252.5,10.5,23.1,31.3,27.7,10.1,1.9,5.8,0.8,0.5,5.37,82,98.44,0.16,0.22,-0.08,96.94,52.8,0.16,101.4,0.02,0.27, -   ,1.9,1.9,2,1.7,0.33,0.99, -   ,-0.46,84.4,1.03,1.21,0,-2.22,101,96.53,96.03,8.3,18.8,25.4,23.3,7.6,1.9,3.3,0.8,0.5,0.4,81.8,0.46,-0.61,1.07,8.97,6.97,19.4,26.33,951.89,396.73,6528.25,379.01,1032.38,2345.38,941.76,615.67,4935.86,184.6,138.34,89.19,1.36,-3.35,0.22,-0.02,-0.26,-18.82,1.43,23.31,122.8,83.7,102.4,102.6,95.2,61.79,3888.11,-7.4,95.1,8.5
30/11/2017,7535.83,82336.98,86280.22,18167.48,59350.7,47077.06,7535.83,6.3,15.7,21.3,17.7,7.9,8.7,6.8,1.1,0.4,5.42,82.1,98.76,0.16,0.22,-0.08,97.26,52.9,0.16,99.7,0.02,0.26, -   ,2,1.9,2,1.7,0.31,0.95, -   ,-0.45,84.4,0.99,0.82,0.05,-2.2,101.4,96.37,95.67,6.5,13.6,19.2,15.1,6.9,6.2,1.5,1.1,0.6,0.4,81.5,0.45,-0.59,1.02,8.93,6.93,19.3,26.27,957.01,399.27,6580.75,379.99,1036.62,2379.62,950.24,616.33,4983.14,184.9,138.66,89.78,-0.37,-3.38,0.75,0.47,0.22,-16.09,4.12,23.31,118.8,84.8,105.4,96.2,93.2,61.98,3891.62,-3,98.3,8.51
31/12/2017,7776.98,87598.2,91624.52,19172.39,60425.7,47191.86,7776.98,9.7,19,28.1,24.1,4.9,5.4,4.7,0.8,0.2,5.61,82.8,99.1,0.16,0.22,-0.08,97.6,53,0.16,103.3,0.02,0.27,0.63,2.1,1.9,2,1.7,0.32,0.97,0.95,-0.47,84.4,1.01,0.93,0.31,-2.32,101.8,96.2,95.3,9.8,15.1,20.5,18.1,7.2,4.1,2.7,0.9,0.7,0.4,81.9,0.46,-0.62,1.05,8.9,6.9,19.2,26.2,962.3,401.9,6635,381,1041,2415,959,617,5032,185.2,139,90.39,0.12,-3.4,-0.47,0.49,-0.04,-16.91,6.41,23.3,122.1,89.6,107.3,101.1,96.4,62.1,3919.57,-4.7,100.6,8.47
31/01/2018,7734.62,87142.38,92086.73,19320.02,60154.88,45643.61,7734.62,14.8,12.6,20.3,13.2,4.2,0.7,-3.2,0.7,0.7,5.52,80.9,99.1,0.33,0.67,1.65,97.53,52.9,0.17,105.1,0.01,0.27, -   ,2.07,1.93,2,1.7,0.9,1.03, -   ,0.67,84.88,0.18,1.21,-0.06,0.25,101.52,96.51,95.89,10.8,18.8,27,21.2,7.7,3.2,0.6,1.1,0.6,0.4,82.5,0.37,-0.93,-12.92,8.9,6.93,19.3,26.3,959.54,400.56,6638.44,382.03,1044.44,2408.46,959.69,617.69,5030.62,185.48,139.14,90.15,1.78,-2.94,-1.17,0.17,-0.16,-14.57,4.62,23.37,122.8,88.6,109.1,103.7,101.5,62.15,3968.83,-2.2,106.7,8.75
28/02/2018,7737.23,83879.09,92465.88,18168.28,60369.39,44141.64,7737.23,8.1,17.9,21.2,18,14.4,10.2,6.3,1.1,0.5,5.57,82.6,99.1,0.29,0.6,1.47,97.47,52.8,0.14,102.7,0,0.25, -   ,2.03,1.97,2,1.7,0.81,0.92, -   ,0.61,85.32,0.16,1.43,0.19,0.23,101.28,96.79,96.41,10.6,21.8,28.4,22.1,14.8,10.9,5.8,1.3,0.8,0.5,82.6,0.33,-0.85,-13.4,8.9,6.97,19.4,26.4,957.06,399.34,6641.56,382.97,1047.56,2402.54,960.31,618.31,5029.38,185.72,139.26,89.95,2.64,-2.53,1.32,0,0.72,-10.23,1.9,23.43,123.9,84.6,105.7,98.8,100.8,62,3943.85,2,103.8,8.46
31/03/2018,7560.3,81805.71,88520.65,17058.68,58092.5,44171.38,7560.3,9.4,19.2,24.8,20.8,12.1,5.7,6.2,0.7,0.3,5.51,83.5,99.1,0.32,0.66,1.6,97.4,52.7,0.17,103,0.01,0.27,0.45,2,2,2,1.7,0.89,1.01,0.5,0.67,85.8,0.18,1.18,0.1,0.25,101,97.1,97,11.1,18.4,24.4,17.9,11.8,6.8,5.8,1.2,0.9,0.4,82.6,0.37,-0.94,-17.14,8.9,7,19.5,26.5,954.3,398,6645,384,1051,2396,961,619,5028,186,139.4,89.72,0.77,-2.09,0.19,0.07,0.17,-14.9,3.21,23.5,123.2,86.6,107.9,100.4,96.7,61.98,3982.06,-3.7,104.5,8.58
30/04/2018,7768.3,90646.57,95284.44,17395.8,60361.82,46144.93,7768.3,12.1,20.1,26.4,19.7,14.3,3.7,2,0.8,0.3,5.53,81.8,99.43,0.25,0.39,0.07,97.43,52.7,0.2,102.4,0.07,0.21, -   ,2.03,1.93,1.97,1.67,0.93,-0.44, -   ,-0.35,85.77,0.73,1.39,0.66,-1.64,101.36,97,97.1,12.2,21.2,27.4,22,14.2,4.8,4.7,1.1,0.7,0.5,82.6,0.39,-1.74,6.73,8.9,7,19.53,26.66,954.14,400.41,6633.46,384.99,1051.66,2422.7,968.25,631.86,5075.14,186.2,139.56,89.72,1.7,-2.22,1.07,0.16,-0.09,-22.84,4.37,23.57,121,88.8,101.6,101,99.5,61.99,3961.36,-1.5,104,8.47
31/05/2018,7973.88,88791.9,95675.66,15522.95,61021.25,47563.57,7973.88,4.7,13.3,19.4,10.3,10.3,3.9,7.4,0.7,0.4,5.39,81.9,99.77,0.25,0.4,0.07,97.47,52.7,0.22,101.8,0.07,0.22, -   ,2.07,1.87,1.93,1.63,0.95,-0.46, -   ,-0.36,85.73,0.74,1.15,0.08,-1.72,101.74,96.9,97.2,7.4,18,26.2,18,11.2,5.8,7.1,1.1,0.9,0.6,82.4,0.4,-1.83,6.52,8.9,7,19.57,26.84,953.96,402.89,6621.54,386.01,1052.34,2450.3,975.75,645.14,5123.86,186.4,139.74,89.72,0.24,-2.35,-0.76,-0.2,0.03,-12.92,8.07,23.64,121.2,83,102.1,104.5,98.1,61.88,3978.03,-6.4,101.1,8.45
30/06/2018,8140.51,97912.25,98894.61,14727.14,63015.41,48604.91,8140.51,5.4,18.1,27.7,20.7,5.9,4.9,2.5,0.4,0.1,5.33,82.5,100.1,0.25,0.38,0.07,97.5,52.7,0.2,102.1,0.07,0.21,0.85,2.1,1.8,1.9,1.6,0.91,-0.44,0.75,-0.35,85.7,0.72,0.93,-0.2,-1.69,102.1,96.8,97.3,8.4,15.1,22.3,17.2,5,3.6,4.9,0.7,0.7,0.3,82.2,0.39,-1.8,5.92,8.9,7,19.6,27,953.8,405.3,6610,387,1053,2477,983,658,5171,186.6,139.9,89.72,-0.88,-2.48,0.68,0.55,-0.23,-12.86,8.73,23.7,122.4,86.7,105,101.5,95,62.2,4011.83,-6.5,105.7,8.58
31/07/2018,8058.5,98761.79,98797.43,15889.88,63889.6,49073.22,8058.5,8.7,13.6,19.5,10.3,11.1,1,0.2,2.8,1,5.3,81.9,100.17,0.16,0.54,1.51,97.8,52.67,0.19,106.1,-0.12,0.2, -   ,2.07,1.6,1.87,1.63,-0.11,1.51, -   ,-0.01,86.1,0.33,0.84,0.16,-0.6,102.2,96.87,97.2,7.9,13.9,19.1,10.5,12.1,2.3,4.1,1.3,0.9,0.5,82.4,0.38,-0.64,5.05,8.9,7.03,19.6,27.17,951.64,406.51,6589.78,388.01,1062.1,2493.85,989.4,659.35,5204.7,186.36,139.83,89.43,-1.25,-2.59,0.03,-0.09,-0.36,-15.83,3.46,23.77,124.5,88.8,107.2,105.5,104.3,62.06,3971.71,-1.2,103.1,8.48
31/08/2018,8259.48,97532.18,94078.19,17973.48,64795.65,50402.28,8259.48,4.8,15.2,19.2,14.4,11.9,6.1,4.7,2,0.6,5.29,82.1,100.23,0.16,0.54,1.48,98.11,52.63,0.18,103.6,-0.12,0.2, -   ,2.03,1.4,1.83,1.67,-0.11,1.48, -   ,-0.01,86.51,0.33,1,-0.21,-0.6,102.3,96.93,97.1,6.7,16,21,15.6,11.4,6.2,4.6,1.3,1.1,0.6,82.3,0.38,-0.64,4.81,8.9,7.07,19.6,27.34,949.49,407.73,6569.57,389.02,1071.2,2510.7,995.8,660.7,5238.39,186.13,139.77,89.15,-0.4,-2.7,0.01,0.35,0.11,-19.27,6.01,23.84,122.4,88.3,106,100.3,101.1,62.2,3977.27,0.8,108.8,8.2
30/09/2018,8230.38,101766.88,97998.41,18451.31,63979.04,49511.3,8230.38,9.3,16.7,19.4,17.2,13.4,5,2.5,0.8,0.5,5.03,82.5,100.3,0.15,0.52,1.42,98.4,52.6,0.18,100.5,-0.12,0.2,0.31,2,1.2,1.8,1.7,-0.11,1.41,0.16,-0.01,86.9,0.31,0.88,-0.57,-0.58,102.4,97,97,6,14.4,18.4,14.1,10.8,2.5,0.6,1,0.6,0.5,82,0.37,-0.63,4.44,8.9,7.1,19.6,27.5,947.4,408.9,6550,390,1080,2527,1002,662,5271,185.9,139.7,88.88,-0.97,-2.81,0.21,-0.12,-0.34,-19.51,5.46,23.91,119.7,85.2,102.2,100.2,95.2,62.2,3971.08,-5,103.5,8.31
31/10/2018,7440.23,91131.89,92948.25,17116.77,60107.66,47970.91,7440.23,5,15.8,21.7,17,8.7,1.5,3.2,0.9,0.6,5.01,81.9,100.47,0.08,0.38,1.47,98.8,52.53,0.21,101.5,0.04,0.17, -   ,1.9,1.33,1.8,1.73,-0.82,-0.67, -   ,-0.64,87.71,1.2,0.62,-0.55,-0.23,102.43,96.93,96.87,2.4,11,15.2,11.7,6.5,0.8,1.4,0.9,1.1,0.6,81.6,0.43,0.15,-15.08,8.9,7.1,19.8,27.7,939.78,404.62,6526.41,391.35,1083.03,2485.22,999.64,663.35,5231.24,186.14,139.73,88.98,-1.94,-2.38,0.44,0.22,-0.54,-19.72,2.94,23.97,119.8,87.4,102.8,102.5,94.9,62.27,3957.42,-7.6,102.6,8.27
30/11/2018,7412.83,81734.04,88527.09,16569.21,58779.99,47758.41,7412.83,1.5,11.3,16.2,8.4,9.4,0.5,7.7,1.2,0.4,5.11,82.6,100.63,0.08,0.37,1.4,99.2,52.47,0.2,104.3,0.04,0.16, -   ,1.8,1.47,1.8,1.77,-0.8,-0.65, -   ,-0.62,88.49,1.15,0.44,-0.89,-0.22,102.47,96.87,96.73,-0.1,8.6,13.5,4.9,7.9,-2.7,2.2,1.1,1.1,0.4,81.9,0.41,0.14,-17.19,8.9,7.1,20,27.9,932.42,400.48,6503.59,392.65,1085.97,2444.78,997.36,664.65,5192.76,186.36,139.77,89.08,-2.29,-1.96,-0.19,0.36,-0.9,-18.03,4.83,24.04,115.6,91.7,106.1,104.3,104.1,62.36,3993.3,-0.2,114.8,8.5
31/12/2018,7102.94,80082.64,93230.75,15732.55,58709.79,48565.83,7102.94,1.6,5.3,10.4,5,0.5,-0.5,4,0.6,0.2,5.02,82.4,100.8,0.08,0.38,1.43,99.6,52.4,0.21,104.4,0.04,0.17,-0.26,1.7,1.6,1.8,1.8,-0.84,-0.67,0.25,-0.65,89.3,1.17,-0.13,-0.72,-0.23,102.5,96.8,96.6,1.1,1.1,2.7,-0.8,2.7,-2.1,2.4,0.7,0.8,0.4,81.3,0.43,0.15,-21.45,8.9,7.1,20.2,28.1,924.8,396.2,6480,394,1089,2403,995,666,5153,186.6,139.8,89.18,-3.54,-1.53,-0.23,0.02,-0.77,-19.93,11.21,24.11,119.9,89.9,105.4,104.4,102.5,62.36,4022.32,-1.9,110.3,8.31
31/01/2019,7498.15,89321.55,99785.44,16965.97,60981.04,51562.37,7498.15,8.1,2,7.1,-1.7,0.7,1.2,-2,0.3,0.7,5.06,79.8,101.25,0.18,0.47,1.46,99.81,52.37,0.19,99.6,0.02,0.17, -   ,1.53,1.5,1.66,1.73,-1.04,-0.03, -   ,-0.3,89.75,0.43,0.44,-0.11,0.86,103.12,96.52,96.19,4.8,8.6,14.2,6.5,4.1,4.5,1.6,0.7,0.8,0.5,81.2,0.1,1.31,-26.76,8.87,7.1,20.2,28.34,923.7,400.09,6435.91,395.03,1091.07,2452.94,1006.37,670.48,5220.51,186.5,139.7,88.99,-0.93,-1.12,0.77,0.28,0.07,-24.55,-1.77,24.43,118.3,84.6,102.2,96.2,96.5,62.4,3998.9,0.3,114.8,8.14
28/02/2019,8006.36,96389.7,106099.73,17697.54,64627.01,52467.15,8006.36,0.1,2.3,4.2,-1.5,4.4,-3.8,4,0.7,0.3,4.97,80.9,101.65,0.16,0.42,1.3,99.99,52.33,0.17,103.8,0.02,0.16, -   ,1.37,1.4,1.54,1.67,-0.95,-0.03, -   ,-0.27,90.15,0.39,0.3,-0.37,0.77,103.68,96.28,95.81,1.7,6.7,11.8,3.2,4.7,-3.1,3.2,0.9,0.9,0.4,81,0.09,1.16,-33,8.83,7.1,20.2,28.56,922.7,403.61,6396.09,395.97,1092.93,2498.06,1016.63,674.52,5281.49,186.4,139.6,88.81,-1.02,-0.75,0.14,-0.13,-0.77,-29.01,8.35,24.71,118.6,89.4,107.8,103,100.2,62.27,4011.75,-2.8,112.7,7.98
31/03/2019,7997.14,92418.82,109828.58,18398.47,65101.27,55730.13,7997.14,-1.6,9.3,13.2,7.7,7.2,-0.7,0.7,0.4,0.3,5.08,82.1,102.1,0.18,0.47,1.42,100.2,52.3,0.18,98.8,0.02,0.17,0.19,1.2,1.3,1.4,1.6,-1.06,-0.03,0.16,-0.3,90.6,0.43,0.48,0.15,0.85,104.3,96,95.4,1.6,9.2,12.9,6,7.2,-0.6,1,0.8,0.4,0.4,81.6,0.1,1.27,-54.52,8.8,7.1,20.2,28.8,921.6,407.5,6352,397,1095,2548,1028,679,5349,186.3,139.5,88.62,-0.49,-0.34,0.75,0.4,-0.37,-9.71,9.24,25.03,117.9,84.4,101.4,95.9,94.6,62.35,3991.56,-1.3,116.6,8.24
30/04/2019,8326.08,93831.84,107606.4,18843.37,66643.4,54304.96,8326.08,1.7,2.4,7.7,-0.5,0,-3.5,0.2,0.4,0.1,5.21,80.6,102,0.14,0.44,0.28,100.63,52.4,0.18,100.7,-0.18,0.19, -   ,1.3,1.37,1.37,1.57,-1.02,0.12, -   ,-0.95,91.26,0.79,0.02,-0.13,-2.4,103.84,96.26,96.03,0.7,3,8.2,0.2,0.5,-1.8,2,0.8,0.7,0.3,81.3,-0.36,-1.26,-131.03,8.77,7.07,20.07,28.83,927.47,413.07,6372.11,398.32,1095.99,2583.93,1037.23,719.88,5436.69,186.27,139.66,88.36,-1.35,0.1,-0.29,0.44,-0.46,-14.5,6.23,25.34,115.5,80.2,105.6,101.8,100.2,62.47,4035.03,-1.6,119.4,8.52
31/05/2019,8221.67,90263.14,110992.36,20222.94,67783.66,55647.59,8221.67,4.9,-2.6,-1.2,-8.9,2.4,-5.1,1.9,0.7,0.1,5.21,80.8,101.9,0.15,0.45,0.29,101.07,52.5,0.18,101.3,-0.18,0.19, -   ,1.4,1.43,1.33,1.53,-1.07,0.12, -   ,-0.99,91.94,0.81,-0.06,-0.23,-2.54,103.36,96.54,96.67,7.1,2,6.1,-0.8,2.7,-3.6,1.5,1.1,0.8,0.3,81.3,-0.38,-1.31,436.34,8.73,7.03,19.93,28.87,933.53,418.83,6392.89,399.68,1097.01,2621.07,1046.77,762.12,5527.31,186.23,139.84,88.08,-1.36,0.56,-0.31,0.2,-0.6,-25.25,8.71,25.66,115.8,85.5,103.8,104.2,97.3,62.54,4065.3,-6.9,114.9,8.6
